name,lat,lng,website,shop_key,logo,visited,rating,Coffeeshop,Hotel,Bar,Food,Attraction,Shopping,McDonald's,Albert Heijn,Closed,Area,Picture Spot
Blue Lagoon,52.36059,4.86628,https://www.coffeeshopmenus.org/cs-blue-lagoon.html,cs-blue-lagoon,blue_lagoon.png,n,,y,n,n,n,n,n,n,n,n,n,n
Blue Sea,52.35458,4.90157,https://www.coffeeshopmenus.org/cs-blue-sea.html,cs-blue-sea,blue_sea.png,n,,y,n,n,n,n,n,n,n,n,n,n
Bluebird,52.36996,4.90082,https://www.coffeeshopmenus.org/cs-bluebird.html,cs-bluebird,bluebird.png,y,5,y,n,n,n,n,n,n,n,n,n,n
Boerejongens Centrum,52.36488,4.89802,https://www.coffeeshopmenus.org/cs-boerejongens-cent.html,cs-boerejongens-cent,boerejongens_centrum.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Boerejongens Sloterdijk,52.39139679,4.829649657,https://www.coffeeshopmenus.org/cs-boerejongens-slot.html,cs-boerejongens-slot,boerejongens_sloterdijk.png,n,,y,n,n,n,n,n,n,n,n,n,n
Boerejongens West,52.36234,4.85755,https://www.coffeeshopmenus.org/cs-boerejongens-west.html,cs-boerejongens-west,boerejongens_centrum.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Bronx,52.37911,4.87954,https://www.coffeeshopmenus.org/cs-bronx.html,cs-bronx,bronx.png,n,,y,n,n,n,n,n,n,n,n,n,n
Bulldog 90,52.37366,4.89776,https://www.coffeeshopmenus.org/cs-bulldog-no-90.html,cs-bulldog-no-90,bulldog_no_90.png,y,1,y,n,n,n,n,n,n,n,n,n,n
Bulldog Energy,52.3725,4.89634,https://www.coffeeshopmenus.org/cs-bulldog-energy.html,cs-bulldog-energy,bulldog_energy.png,n,,y,n,n,n,n,n,n,n,n,n,n
Bulldog Palace,52.364,4.88315,https://www.coffeeshopmenus.org/cs-bulldog-palace.html,cs-bulldog-palace,bulldog_palace.png,n,,y,n,n,n,n,n,n,n,n,n,n
Bulldog Rock Shop,52.37906,4.89393,https://www.coffeeshopmenus.org/cs-bulldog-rockshop.html,cs-bulldog-rockshop,bulldog_rockshop.png,n,,y,n,n,n,n,n,n,n,n,n,n
Bullwackie,52.35206132,4.84752243,https://www.coffeeshopmenus.org/cs-bullwackie.html,cs-bullwackie,bullwackie.png,n,,y,n,n,n,n,n,n,n,n,n,n
Carmona,52.35565,4.9011,https://www.coffeeshopmenus.org/cs-carmona.html,cs-carmona,carmona.png,n,,y,n,n,n,n,n,n,n,n,n,n
Catch 33,52.38262,4.8799,https://www.coffeeshopmenus.org/cs-catch-33.html,cs-catch-33,catch_33.png,n,,y,n,n,n,n,n,n,n,n,n,n
Central,52.37677344,4.902097395,https://www.coffeeshopmenus.org/cs-central.html,cs-central,central.png,n,,y,n,n,n,n,n,n,n,n,n,n
Chapiteau,52.38244,4.87305,https://www.coffeeshopmenus.org/cs-chapiteau.html,cs-chapiteau,chapiteau.png,n,,y,n,n,n,n,n,n,n,n,n,n
Cheech & Chong's,52.37126,4.87142,https://www.coffeeshopmenus.org/cs-cheech-chongs-2.html,cs-cheech-chongs-2,cheech_and_chongs_2.png,n,,y,n,n,n,n,n,n,n,n,n,n
City Hall,52.37154764,4.895761835,https://www.coffeeshopmenus.org/cs-city-hall.html,cs-city-hall,cityhall.png,n,,y,n,n,n,n,n,n,n,n,n,n
Club Media,52.35576,4.89193,https://www.coffeeshopmenus.org/cs-media.html,cs-media,club_media.png,n,,y,n,n,n,n,n,n,n,n,n,n
CoffeeshopAmsterdam,52.380052,4.892882061,https://www.coffeeshopmenus.org/cs-coffeeshop-amsterdam.html,cs-coffeeshop-amsterdam,coffeeshopamsterdam.png,n,,y,n,n,n,n,n,n,n,n,n,n
Cookies,52.38026,4.89213,https://www.coffeeshopmenus.org/cs-greenhouse-cookies.html,cs-greenhouse-cookies,greenhouse_cookies.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Crash Light,52.35487,4.92227,https://www.coffeeshopmenus.org/cs-crash-light.html,cs-crash-light,crashlight.png,n,,y,n,n,n,n,n,n,n,n,n,n
Crush,52.36576,4.88006,https://www.coffeeshopmenus.org/cs-crush.html,cs-crush,crush.png,n,,y,n,n,n,n,n,n,n,n,n,n
D&L,52.3572,4.90134,https://www.coffeeshopmenus.org/cs-d-l.html,cs-d-l,d_and_l.png,n,,y,n,n,n,n,n,n,n,n,n,n
de Bommel,52.3689,4.85363,https://www.coffeeshopmenus.org/cs-bommel.html,cs-bommel,de_bommel.png,n,,y,n,n,n,n,n,n,n,n,n,n
De Dampkring,52.36773,4.89042,https://www.coffeeshopmenus.org/cs-dampkring.html,cs-dampkring,dampkring.png,y,5,y,n,n,n,n,n,n,n,n,n,n
De Kade,52.3434,4.86436,https://www.coffeeshopmenus.org/cs-kade.html,cs-kade,de_kade.png,y,4,y,n,n,n,n,n,n,n,n,n,n
De Kroon,52.37596,4.89596,https://www.coffeeshopmenus.org/cs-kroon.html,cs-kroon,de_kroon.png,n,,y,n,n,n,n,n,n,n,n,n,n
de Overkant,52.36737,4.90661,https://www.coffeeshopmenus.org/cs-overkant-hortus.html,cs-overkant-hortus,de_overkant_hortus.png,n,,y,n,n,n,n,n,n,n,n,n,n
De Prijs,52.35798,4.85409,https://www.coffeeshopmenus.org/cs-prijs.html,cs-prijs,de_prijs.png,n,,y,n,n,n,n,n,n,n,n,n,n
de Supermarkt,52.3758,4.87366,https://www.coffeeshopmenus.org/cs-supermarkt.html,cs-supermarkt,de_supermarkt.png,n,,y,n,n,n,n,n,n,n,n,n,n
DNA,52.34495,4.86444,https://www.coffeeshopmenus.org/cs-dna.html,cs-dna,dna.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Dolphins,52.3656,4.88518,https://www.coffeeshopmenus.org/cs-dolphins.html,cs-dolphins,dolphins.png,n,,y,n,n,n,n,n,n,n,n,n,n
Eastwood,52.36518,4.92802,https://www.coffeeshopmenus.org/cs-eastwood.html,cs-eastwood,eastwood.png,n,,y,n,n,n,n,n,n,n,n,n,n
Easy Times,52.36434,4.88517,https://www.coffeeshopmenus.org/cs-easy-times.html,cs-easy-times,easy_times.png,n,,y,n,n,n,n,n,n,n,n,n,n
Easy Times 2,52.36651,4.89022,https://www.coffeeshopmenus.org/cs-easytimes2.html,cs-easytimes2,easy_times_2.png,n,,y,n,n,n,n,n,n,n,n,n,n
El Marssa,52.36903,4.85918,https://www.coffeeshopmenus.org/cs-marssa.html,cs-marssa,el_marssa.png,n,,y,n,n,n,n,n,n,n,n,n,n
Family First,52.36701,4.89528,https://www.coffeeshopmenus.org/cs-family-first.html,cs-family-first,family_first.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Flower Power,52.37277,4.87857,https://www.coffeeshopmenus.org/cs-flower-power.html,cs-flower-power,flower_power.png,n,,y,n,n,n,n,n,n,n,n,n,n
Free I,52.36601881,4.893461683,https://www.coffeeshopmenus.org/cs-free-i.html,cs-free-i,free_i.png,n,,y,n,n,n,n,n,n,n,n,n,n
Freedom,52.38261,4.87117,https://www.coffeeshopmenus.org/cs-freedom.html,cs-freedom,freedom.png,n,,y,n,n,n,n,n,n,n,n,n,n
Funny People,52.40194,4.8984,https://www.coffeeshopmenus.org/cs-funnypeople2.html,cs-funnypeople2,funny_people_2.png,n,,y,n,n,n,n,n,n,n,n,n,n
Get Down,52.36394,4.88371,https://www.coffeeshopmenus.org/cs-get-down.html,cs-get-down,get_down_to_it.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Goa,52.37122,4.89865,https://www.coffeeshopmenus.org/cs-goa.html,cs-goa,goa.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Green Place,52.37206,4.89941,https://www.coffeeshopmenus.org/cs-green-place.html,cs-green-place,green_place.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Green Place 2,52.37938,4.89399,https://www.coffeeshopmenus.org/cs-green-place-2.html,cs-green-place-2,green_place_2.png,n,,y,n,n,n,n,n,n,n,n,n,n
Greenhouse Centrum,52.37152,4.89569,https://www.coffeeshopmenus.org/cs-greenhouse-centrum.html,cs-greenhouse-centrum,greenhouse_centrum.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Greenhouse Effect,52.3728,4.9,https://www.coffeeshopmenus.org/cs-greenhouse-effect-1.html,cs-greenhouse-effect-1,greenhouse_effect.png,n,,y,n,n,n,n,n,n,n,n,n,n
Greenhouse Namaste,52.36673,4.90222,https://www.coffeeshopmenus.org/cs-greenhouse-namaste.html,cs-greenhouse-namaste,greenhouse_namaste.png,n,,y,n,n,n,n,n,n,n,n,n,n
Grey Area,52.3746,4.88887,https://www.coffeeshopmenus.org/cs-grey-area.html,cs-grey-area,GreyAreaNew.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Happy Days,52.34659564,4.911316878,https://www.coffeeshopmenus.org/cs-happy-days-ams.html,cs-happy-days-ams,happy_days.png,n,,y,n,n,n,n,n,n,n,n,n,n
Happy Feelings,52.3652,4.88581,https://www.coffeeshopmenus.org/cs-happy-feelings.html,cs-happy-feelings,happy_feelings.png,n,,y,n,n,n,n,n,n,n,n,n,n
Happy People,52.36526,4.92588,https://www.coffeeshopmenus.org/cs-happy-people.html,cs-happy-people,happy_people.png,n,,y,n,n,n,n,n,n,n,n,n,n
Hashtag,52.36392,4.89611,https://www.coffeeshopmenus.org/cs-hashtag.html,cs-hashtag,hashtag.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Het Ballonnetje,52.36346,4.91067,https://www.coffeeshopmenus.org/cs-ballonnetje.html,cs-ballonnetje,het_ballonnetje.png,n,,y,n,n,n,n,n,n,n,n,n,n
het Geldese,52.37493,4.90135,https://www.coffeeshopmenus.org/cs-gelderse.html,cs-gelderse,het_gelderse.png,n,,y,n,n,n,n,n,n,n,n,n,n
Hunter's Downtown,52.36549,4.89767,https://www.coffeeshopmenus.org/cs-huntersdowntown.html,cs-huntersdowntown,hunters_downtown.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Hunter's North - Papaverweg,52.39348794,4.912818423,https://www.coffeeshopmenus.org/cs-huntersnorthpapaverweg.html,cs-huntersnorthpapaverweg,hunters_north_papaverweg.png,n,,y,n,n,n,n,n,n,n,n,n,n
Hunter's North - Waterlandplein,52.39224823,4.956230183,https://www.coffeeshopmenus.org/cs-huntersnorthwaterlandplein.html,cs-huntersnorthwaterlandplein,hunters_north_waterlandplein.png,n,,y,n,n,n,n,n,n,n,n,n,n
Hunter's West,52.37000103,4.849081757,https://www.coffeeshopmenus.org/cs-hunters-mercator.html,cs-hunters-mercator,hunters_west.png,n,,y,n,n,n,n,n,n,n,n,n,n
Ibiza,52.35738,4.90208,https://www.coffeeshopmenus.org/cs-ibiza.html,cs-ibiza,ibiza.png,n,,y,n,n,n,n,n,n,n,n,n,n
Johnny,52.36995839,4.882074989,https://www.coffeeshopmenus.org/cs-johnny.html,cs-johnny,johnny.png,n,,y,n,n,n,n,n,n,n,n,n,n
Jolly Joker,52.37303,4.90021,https://www.coffeeshopmenus.org/cs-jolly-joker.html,cs-jolly-joker,jolly_joker.png,n,,y,n,n,n,n,n,n,n,n,n,n
Jollygood,52.37188,4.87907,https://www.coffeeshopmenus.org/cs-jollygood.html,cs-jollygood,Jollygood.png,n,,y,n,n,n,n,n,n,n,n,n,n
Juice Bar de Watersnip,52.37713679,4.816272572,https://www.coffeeshopmenus.org/cs-watersnip.html,cs-watersnip,juice_bar_de_watersnip.png,n,,y,n,n,n,n,n,n,n,n,n,n
Kadinski,52.37038,4.88942,https://www.coffeeshopmenus.org/cs-kadinsky.html,cs-kadinsky,kadinsky.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Kadinski 2,52.37422,4.89347,https://www.coffeeshopmenus.org/cs-kadinsky2.html,cs-kadinsky2,kadinsky_2.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Kadinski 3,52.36932,4.893,https://www.coffeeshopmenus.org/cs-kadinsky3.html,cs-kadinsky3,kadinsky_3.png,n,,y,n,n,n,n,n,n,n,n,n,n
Kashmir,52.36408,4.86301,https://www.coffeeshopmenus.org/cs-kashmir-coffeeshop.html,cs-kashmir-coffeeshop,kashmir_coffeeshop.png,y,2,y,n,n,n,n,n,n,n,n,n,n
Katsu,52.35491,4.89339,https://www.coffeeshopmenus.org/cs-katsu.html,cs-katsu,katsu.png,n,,y,n,n,n,n,n,n,n,n,n,n
La Tertulia,52.36953,4.88237,https://www.coffeeshopmenus.org/cs-tertulia.html,cs-tertulia,la_tertulia.png,n,,y,n,n,n,n,n,n,n,n,n,n
Loft,52.37273477,4.8494308,https://www.coffeeshopmenus.org/cs-loft.html,cs-loft,loft.png,n,,y,n,n,n,n,n,n,n,n,n,n
Massawa,52.36754915,4.861899338,https://www.coffeeshopmenus.org/cs-massawa.html,cs-massawa,massawa.png,n,,y,n,n,n,n,n,n,n,n,n,n
Mediterrane,52.37556,4.89167,https://www.coffeeshopmenus.org/cs-mediterrane.html,cs-mediterrane,mediterrane_drewissharing.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Millennium,52.36754,4.86405,https://www.coffeeshopmenus.org/cs-millennium.html,cs-millennium,millennium.png,n,,y,n,n,n,n,n,n,n,n,n,n
Nachtegaal,52.354,4.9194,https://www.coffeeshopmenus.org/cs-nachtegaal.html,cs-nachtegaal,nachtegaal.png,n,,y,n,n,n,n,n,n,n,n,n,n
New Amsterdam,52.36698,4.85282,https://www.coffeeshopmenus.org/cs-new-amsterdam.html,cs-new-amsterdam,new_amsterdam.png,n,,y,n,n,n,n,n,n,n,n,n,n
New Times,52.37056,4.88913,https://www.coffeeshopmenus.org/cs-new-times.html,cs-new-times,new_times.png,y,2,y,n,n,n,n,n,n,n,n,n,n
New Times 2,52.36622843,4.89937125,https://www.coffeeshopmenus.org/cs-newtimes2.html,cs-newtimes2,new_times_2.png,n,,y,n,n,n,n,n,n,n,n,n,n
Nice Place,52.35341,4.89966,https://www.coffeeshopmenus.org/cs-nice-place.html,cs-nice-place,nice_place.png,n,,y,n,n,n,n,n,n,n,n,n,n
NinetySix,52.36357,4.8633,https://www.coffeeshopmenus.org/cs-96.html,cs-96,96.png,n,,y,n,n,n,n,n,n,n,n,n,n
Noord,52.38366,4.91253,https://www.coffeeshopmenus.org/cs-noord.html,cs-noord,noon.png,n,,y,n,n,n,n,n,n,n,n,n,n
Oost,52.35637,4.91633,https://www.coffeeshopmenus.org/cs-oost.html,cs-oost,coffeeshop_oost.png,n,,y,n,n,n,n,n,n,n,n,n,n
Pacific,52.35309,4.88472,https://www.coffeeshopmenus.org/cs-pacific.html,cs-pacific,pacific.png,n,,y,n,n,n,n,n,n,n,n,n,n
Papillon,52.3517,4.89459,https://www.coffeeshopmenus.org/cs-papillon-ams.html,cs-papillon-ams,papillon.png,n,,y,n,n,n,n,n,n,n,n,n,n
Paradox,52.37459,4.88126,https://www.coffeeshopmenus.org/cs-paradox.html,cs-paradox,paradox.png,n,,y,n,n,n,n,n,n,n,n,n,n
Popeye,52.37998169,4.892841584,https://www.coffeeshopmenus.org/cs-popeye.html,cs-popeye,popeye.png,n,,y,n,n,n,n,n,n,n,n,n,n
Prix D' Ami,52.37687,4.89725,https://www.coffeeshopmenus.org/cs-prix-d-ami.html,cs-prix-d-ami,prix_dami.png,y,5,y,n,n,n,n,n,n,n,n,n,n
ProGram,52.35612124,4.891036833,https://www.coffeeshopmenus.org/cs-program.html,cs-program,program.png,n,,y,n,n,n,n,n,n,n,n,n,n
Reefer,52.36971,4.90093,https://www.coffeeshopmenus.org/cs-reefer.html,cs-reefer,reefer.png,n,,y,n,n,n,n,n,n,n,n,n,n
Relax,52.38216,4.88714,https://www.coffeeshopmenus.org/cs-relax-ams.html,cs-relax-ams,relax.png,n,,y,n,n,n,n,n,n,n,n,n,n
Relax Zuid,52.34842425,4.90552974,https://www.coffeeshopmenus.org/cs-relaxzuid.html,cs-relaxzuid,relax_zuid.png,n,,y,n,n,n,n,n,n,n,n,n,n
Republiek,52.38218,4.87866,https://www.coffeeshopmenus.org/cs-republiek.html,cs-republiek,republiek.png,n,,y,n,n,n,n,n,n,n,n,n,n
Resin,52.37775345,4.895387373,https://www.coffeeshopmenus.org/cs-resin.html,cs-resin,resin.png,n,,y,n,n,n,n,n,n,n,n,n,n
Rick's,52.37171,4.89538,https://www.coffeeshopmenus.org/cs-ricks-cafe.html,cs-ricks-cafe,ricks_coffeeshop.png,y,1,y,n,n,n,n,n,n,n,n,n,n
Risky Business,52.38101812,4.855386775,https://www.coffeeshopmenus.org/cs-risky-business.html,cs-risky-business,risky_business.png,n,,y,n,n,n,n,n,n,n,n,n,n
Rock-It,52.37284,4.90001,https://www.coffeeshopmenus.org/cs-rock-it.html,cs-rock-it,rock_it.png,n,,y,n,n,n,n,n,n,n,n,n,n
Rockland,52.37338,4.8884,https://www.coffeeshopmenus.org/cs-rockland.html,cs-rockland,rockland.png,n,,y,n,n,n,n,n,n,n,n,n,n
Rookies,52.36293,4.88523,https://www.coffeeshopmenus.org/cs-rookies.html,cs-rookies,rookies.png,n,,y,n,n,n,n,n,n,n,n,n,n
Roots,52.31167937,4.948230583,https://www.coffeeshopmenus.org/cs-roots.html,cs-roots,roots.png,n,,y,n,n,n,n,n,n,n,n,n,n
Roxy,52.35647,4.89556,https://www.coffeeshopmenus.org/cs-roxy.html,cs-roxy,roxy.png,n,,y,n,n,n,n,n,n,n,n,n,n
Ruthless,52.36548,4.85328,https://www.coffeeshopmenus.org/cs-ruthless.html,cs-ruthless,ruthless.png,n,,y,n,n,n,n,n,n,n,n,n,n
Saint,52.36687,4.89499,https://www.coffeeshopmenus.org/cs-saint.html,cs-saint,saint.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Satvia,52.37453,4.89044,https://www.coffeeshopmenus.org/cs-sativa.html,cs-sativa,sativa.png,y,3,y,n,n,n,n,n,n,n,n,n,n
Sensemillia,52.3751,4.8712,https://www.coffeeshopmenus.org/cs-sensemillia1.html,cs-sensemillia1,sensemillia.png,n,,y,n,n,n,n,n,n,n,n,n,n
Sensemillia 2,52.3602182,4.807705019,https://www.coffeeshopmenus.org/cs-sensemillia-2.html,cs-sensemillia-2,sensemillia.png,n,,y,n,n,n,n,n,n,n,n,n,n
Siberie,52.37896,4.89301,https://www.coffeeshopmenus.org/cs-siberie.html,cs-siberie,siberie.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Smokerdam,52.34597452,4.906435057,https://www.coffeeshopmenus.org/cs-smokerdam.html,cs-smokerdam,smokerdam.png,n,,y,n,n,n,n,n,n,n,n,n,n
Smokey,52.36576,4.89636,https://www.coffeeshopmenus.org/cs-smokey-ams.html,cs-smokey-ams,smokey.png,n,,y,n,n,n,n,n,n,n,n,n,n
Solo,52.37193,4.90263,https://www.coffeeshopmenus.org/cs-solo.html,cs-solo,solo.png,n,,y,n,n,n,n,n,n,n,n,n,n
Speakeasy,52.35589,4.90881,https://www.coffeeshopmenus.org/cs-speak-easy-ams-2.html,cs-speak-easy-ams-2,speak_easy.png,n,,y,n,n,n,n,n,n,n,n,n,n
Spirit,52.37822,4.88293,https://www.coffeeshopmenus.org/cs-spirit.html,cs-spirit,spirit.png,n,,y,n,n,n,n,n,n,n,n,n,n
Stones,52.35369,4.8871,https://www.coffeeshopmenus.org/cs-stones.html,cs-stones,stones.png,n,,y,n,n,n,n,n,n,n,n,n,n
Strain Hunters,52.36878,4.88818,https://www.coffeeshopmenus.org/cs-greenhouse-strain-hunters.html,cs-greenhouse-strain-hunters,greenhouse_strain_hunters.png,n,,y,n,n,n,n,n,n,n,n,n,n
Super Skunk,52.36429,4.8852,https://www.coffeeshopmenus.org/cs-superskunk-2.html,cs-superskunk-2,superskunk.png,y,2,y,n,n,n,n,n,n,n,n,n,n
SuperFly,52.35122,4.90356,https://www.coffeeshopmenus.org/cs-super-fly.html,cs-super-fly,superfly.png,n,,y,n,n,n,n,n,n,n,n,n,n
t Keteltje,52.37959,4.87973,https://www.coffeeshopmenus.org/cs-keteltje.html,cs-keteltje,t_keteltje.png,n,,y,n,n,n,n,n,n,n,n,n,n
Terminator,52.37254614,4.859357487,https://www.coffeeshopmenus.org/cs-terminator.html,cs-terminator,terminator.png,n,,y,n,n,n,n,n,n,n,n,n,n
Terps Army,52.37534,4.89358,https://www.coffeeshopmenus.org/cs-terps-army.html,cs-terps-army,terps_army.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Terps Army 2,52.3618,4.88626,https://www.coffeeshopmenus.org/cs-terps-army-2.html,cs-terps-army-2,terps_army_2.png,y,5,y,n,n,n,n,n,n,n,n,n,n
Tha Dogg House,52.37277,4.87605,https://www.coffeeshopmenus.org/cs-dogghouse.html,cs-dogghouse,tha_dogg_house.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Border,52.32194956,4.85707335,https://www.coffeeshopmenus.org/cs-border.html,cs-border,the_border.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Bushdoctor,52.36507,4.89569,https://www.coffeeshopmenus.org/cs-bushdocter.html,cs-bushdocter,bushdocter.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Corner Coffeeshop,52.39186,4.87782,https://www.coffeeshopmenus.org/cs-corner.html,cs-corner,the_corner.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Hit,52.37008,4.89633,https://www.coffeeshopmenus.org/cs-hit2.html,cs-hit2,the_hit.png,y,5,y,n,n,n,n,n,n,n,n,n,n
The Old Church,52.36704,4.89417,https://www.coffeeshopmenus.org/cs-old-church-2.html,cs-old-church-2,old_church_2.png,y,4,y,n,n,n,n,n,n,n,n,n,n
The Otherside,52.36684,4.88931,https://www.coffeeshopmenus.org/cs-otherside.html,cs-otherside,the_otherside.png,y,1,y,n,n,n,n,n,n,n,n,n,n
The Plug Store,52.37902,4.89386,https://www.coffeeshopmenus.org/cs-plugstore.html,cs-plugstore,Plug.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Plug Utopia,52.37508,4.89169,https://www.coffeeshopmenus.org/cs-plug-utopia.html,cs-plug-utopia,Plug.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Plug West,52.37401,4.87251,https://www.coffeeshopmenus.org/cs-plug-west.html,cs-plug-west,Plug.png,n,,y,n,n,n,n,n,n,n,n,n,n
The Stud,52.35873,4.94089,https://www.coffeeshopmenus.org/cs-stud.html,cs-stud,stud.png,y,5,y,n,n,n,n,n,n,n,n,n,n
Trefpunt,52.36607,4.92987,https://www.coffeeshopmenus.org/cs-trefpunt-ams.html,cs-trefpunt-ams,trefpunt.png,n,,y,n,n,n,n,n,n,n,n,n,n
Tweede Kamer,52.36883,4.88841,https://www.coffeeshopmenus.org/cs-tweede-kamer.html,cs-tweede-kamer,tweede_kamer.png,n,,y,n,n,n,n,n,n,n,n,n,n
Tyson 2.0,52.37149,4.88936,https://www.coffeeshopmenus.org/cs-tyson.html,cs-tyson,tyson_2_0.png,n,,y,n,n,n,n,n,n,n,n,n,n
Vondel,52.35874,4.85934,https://www.coffeeshopmenus.org/cs-vondel.html,cs-vondel,vondel.png,y,4,y,n,n,n,n,n,n,n,n,n,n
Voyagers,52.37646,4.9021,https://www.coffeeshopmenus.org/cs-voyagers.html,cs-voyagers,voyagers.png,n,,y,n,n,n,n,n,n,n,n,n,n
Warda 1&2,52.35289,4.90289,https://www.coffeeshopmenus.org/cs-warda-1.html,cs-warda-1,warda_1_and_2.png,n,,y,n,n,n,n,n,n,n,n,n,n
Yin Yang,52.39055965,4.878003266,https://www.coffeeshopmenus.org/cs-yin-yang.html,cs-yin-yang,yin_yang.png,n,,y,n,n,n,n,n,n,n,n,n,n
Yo-yo,52.35633,4.90309,https://www.coffeeshopmenus.org/cs-yo-yo.html,cs-yo-yo,yo_yo.png,n,,y,n,n,n,n,n,n,n,n,n,n
De Pijp,52.35402987,4.896042268,https://www.iamsterdam.com/en/explore/neighbourhoods/de-pijp,,,n,,n,n,n,n,n,n,n,n,n,y,n
Jordaan,52.37631374,4.880729455,https://en.wikipedia.org/wiki/Jordaan,,,n,,n,n,n,n,n,n,n,n,n,y,n
Centrum / Dam Square,52.3730541,4.892461663,https://en.wikipedia.org/wiki/Dam_Square,,,n,,n,n,n,n,n,n,n,n,n,y,n
De Wallen,52.37324772,4.898758378,https://en.wikipedia.org/wiki/De_Wallen,,,n,,n,n,n,n,n,n,n,n,n,y,n
Nieuwmarkt,52.37256685,4.900272193,https://en.wikipedia.org/wiki/Nieuwmarkt,,,n,,n,n,n,n,n,n,n,n,n,y,n
Leidseplein,52.36428289,4.883118244,https://en.wikipedia.org/wiki/Leidseplein,,,n,,n,n,n,n,n,n,n,n,n,y,n
Museumplein,52.35765879,4.88236377,https://en.wikipedia.org/wiki/Museumplein,,,n,,n,n,n,n,n,n,n,n,n,y,n
Oud-West,52.3660538,4.868941126,https://en.wikipedia.org/wiki/Amsterdam_Oud-West,,,n,,n,n,n,n,n,n,n,n,n,y,n
Amsterdam Noord,52.38476001,4.903960049,https://en.wikipedia.org/wiki/Amsterdam-Noord,,,n,,n,n,n,n,n,n,n,n,n,y,n
Amsterdam Oost,52.35187547,4.93351763,https://en.wikipedia.org/wiki/Amsterdam-Oost,,,n,,n,n,n,n,n,n,n,n,n,y,n
Spui,52.36879839,4.890474255,https://en.wikipedia.org/wiki/Spui_(Amsterdam),,,n,,n,n,n,n,n,n,n,n,n,y,n
Utrechtsestraat,52.36353549,4.898444812,https://nl.wikipedia.org/wiki/Utrechtsestraat_(Amsterdam),,,n,,n,n,n,n,n,n,n,n,n,y,n
Plantage,52.36641487,4.911782581,https://en.wikipedia.org/wiki/Plantage,,,n,,n,n,n,n,n,n,n,n,n,y,n
Haarlemmerbuurt,52.3854865,4.889377608,https://en.wikipedia.org/wiki/Haarlemmerbuurt,,,n,,n,n,n,n,n,n,n,n,n,y,n
Negen Straatjes,52.37032287,4.885653135,https://en.wikipedia.org/wiki/Negen_Straatjes,,,n,,n,n,n,n,n,n,n,n,n,y,n
Sloterdijk,52.3877484,4.854678457,"https://en.wikipedia.org/wiki/Sloterdijk,_Amsterdam",,,n,,n,n,n,n,n,n,n,n,n,y,n
Nemo Science Museam,52.3748262,4.912389435,https://www.nemosciencemuseum.nl,,,n,,n,n,n,n,y,n,n,n,n,n,n
IKEA Red Bike,52.3796533,4.892105941,,,,,,n,n,n,n,n,n,n,n,n,n,y
Queer Garden,52.37736103,4.892177582,,,,,,n,n,n,n,n,n,n,n,n,n,y
Flagship Waffle Experience,52.37538675,4.883379447,https://flagshipamsterdam.com/experiences/the-flagship-waffle-experience/?utm_source=gmb&utm_medium=organic&utm_campaign=flagship-waffle-experience,,,,,n,n,n,n,n,n,n,n,n,n,y
Best Bench in Town,52.3746424,4.880035245,,,,,,n,n,n,n,n,n,n,n,n,n,y
9 Streets,52.37030675,4.885908027,,,,,,n,n,n,n,n,n,n,n,n,n,y
Fault in Our Stars Bench,52.36749834,4.886133643,,,,,,n,n,n,n,n,n,n,n,n,n,y
Rembrandt Monument,52.36601841,4.896562436,,,,,,n,n,n,n,n,n,n,n,n,n,y
The Dancing Houses,52.36705296,4.896922532,,,,,,n,n,n,n,n,n,n,n,n,n,y
Munttoren,52.36707534,4.89330271,,,,,,n,n,n,n,n,n,n,n,n,n,y
Seven Bridges View Point,52.36495499,4.895861861,,,,,,n,n,n,n,n,n,n,n,n,n,y
Seven Houses,52.36146974,4.877399429,,,,,,n,n,n,n,n,n,n,n,n,n,y
Bushuis Bridge,52.37100712,4.898720461,,,,,,n,n,n,n,n,n,n,n,n,n,y
Casa Rosso,52.37259343,4.897915313,,,,,,n,n,n,n,n,n,n,n,n,n,y
Smalste gevel van Amsterdam,52.37829512,4.893698556,,,,,,n,n,n,n,n,n,n,n,n,n,y
