shop_id,name,lat,lng,city,city_slug,province,address,postcode,website,shop_key,logo,visited,rating,status
cs-speak-easy-ams-2,Speakeasy,52.35589,4.90881,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-speak-easy-ams-2.html,cs-speak-easy-ams-2,speak_easy.png,n,,open
cs-spirit,Spirit,52.37822,4.88293,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-spirit.html,cs-spirit,spirit.png,n,,open
cs-stones,Stones,52.35369,4.8871,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-stones.html,cs-stones,stones.png,n,,open
cs-greenhouse-strain-hunters,Strain Hunters,52.36878,4.88818,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-greenhouse-strain-hunters.html,cs-greenhouse-strain-hunters,greenhouse_strain_hunters.png,n,,open
cs-superskunk-2,Super Skunk,52.36429,4.8852,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-superskunk-2.html,cs-superskunk-2,superskunk.png,y,2,open
superfly-amsterdam,SuperFly,52.35122,4.90356,Amsterdam,amsterdam,Noord-Holland,,,https://coffeeshopsuperfly.nl/,superfly-amsterdam,superfly.png,n,,open
cs-keteltje,t Keteltje,52.37959,4.87973,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-keteltje.html,cs-keteltje,t_keteltje.png,n,,open
cs-terminator,Terminator,52.37254614,4.859357487,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-terminator.html,cs-terminator,terminator.png,n,,open
cs-terps-army,Terps Army,52.37534,4.89358,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-terps-army.html,cs-terps-army,terps_army.png,y,4,open
cs-terps-army-2,Terps Army 2,52.3618,4.88626,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-terps-army-2.html,cs-terps-army-2,terps_army_2.png,y,5,open
cs-dogghouse,Tha Dogg House,52.37277,4.87605,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-dogghouse.html,cs-dogghouse,tha_dogg_house.png,n,,open
cs-border,The Border,52.32194956,4.85707335,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-border.html,cs-border,the_border.png,n,,open
ams-bulldog-port-26,The Bulldog Port 26,52.4053411,4.8582116,Amsterdam,amsterdam,Noord-Holland,,,https://thebulldog.com/locations/,ams-bulldog-port-26,,n,,open
cs-bushdocter,The Bushdoctor,52.36507,4.89569,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-bushdocter.html,cs-bushdocter,bushdocter.png,n,,open
cs-corner,The Corner Coffeeshop,52.39186,4.87782,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-corner.html,cs-corner,the_corner.png,n,,open
cs-hit2,The Hit,52.37008,4.89633,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-hit2.html,cs-hit2,the_hit.png,y,5,open
cs-old-church-2,The Old Church,52.36704,4.89417,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-old-church-2.html,cs-old-church-2,old_church_2.png,y,4,open
cs-otherside,The Otherside,52.36684,4.88931,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-otherside.html,cs-otherside,the_otherside.png,y,1,open
cs-plugstore,The Plug Store,52.37902,4.89386,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-plugstore.html,cs-plugstore,Plug.png,n,,open
cs-plug-utopia,The Plug Utopia,52.37508,4.89169,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-plug-utopia.html,cs-plug-utopia,Plug.png,n,,open
cs-plug-west,The Plug West,52.37401,4.87251,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-plug-west.html,cs-plug-west,Plug.png,n,,open
cs-stud,The Stud,52.35873,4.94089,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-stud.html,cs-stud,stud.png,y,5,open
cs-trefpunt-ams,Trefpunt,52.36607,4.92987,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-trefpunt-ams.html,cs-trefpunt-ams,trefpunt.png,n,,open
cs-tweede-kamer,Tweede Kamer,52.36883,4.88841,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-tweede-kamer.html,cs-tweede-kamer,tweede_kamer.png,n,,open
cs-tyson,Tyson 2.0,52.37149,4.88936,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-tyson.html,cs-tyson,tyson_2_0.png,n,,open
cs-vondel,Vondel,52.35874,4.85934,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-vondel.html,cs-vondel,vondel.png,y,4,open
cs-voyagers,Voyagers,52.37646,4.9021,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-voyagers.html,cs-voyagers,voyagers.png,n,,open
cs-warda-1,Warda 1&2,52.35289,4.90289,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-warda-1.html,cs-warda-1,warda_1_and_2.png,n,,open
ams-warda-2,Warda 2,52.3636129,4.9366656,Amsterdam,amsterdam,Noord-Holland,,,https://greenmeister.nl/coffeeshop/warda-twee-amsterdam,ams-warda-2,warda_1_and_2.png,n,,open
cs-yin-yang,Yin Yang,52.39055965,4.878003266,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-yin-yang.html,cs-yin-yang,yin_yang.png,n,,open
cs-yo-yo,Yo-yo,52.35633,4.90309,Amsterdam,amsterdam,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-yo-yo.html,cs-yo-yo,yo_yo.png,n,,open
cs-anytime,Any Time,52.62865752,4.752160949,Alkmaar,alkmaar,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-anytime.html,cs-anytime,any_time.png,n,,open
cs-brug,De Brug,52.63230959,4.753064966,Alkmaar,alkmaar,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-brug.html,cs-brug,de_brug.png,n,,open
cs-hightime-alk,High-Time,52.63738657,4.741088309,Alkmaar,alkmaar,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-hightime-alk.html,cs-hightime-alk,high_time.png,n,,open
cs-steppingout,Stepping Out,52.63028432,4.742804153,Alkmaar,alkmaar,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-steppingout.html,cs-steppingout,stepping_out.png,n,,open
cs-zero-zero-alk,Zero Zero,52.62872337,4.751944953,Alkmaar,alkmaar,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-zero-zero-alk.html,cs-zero-zero-alk,zero_zero.png,n,,open
cs-walm,de Walm,51.98594072,5.915337492,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-walm.html,cs-walm,de_walm.png,n,,open
cs-jointventure,Joint Venture,51.98208422,5.90523008,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-jointventure.html,cs-jointventure,joint_venture.png,n,,open
cs-lucky-luke,Lucky Luke,51.98601912,5.913830329,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-lucky-luke.html,cs-lucky-luke,lucky_luke.png,n,,open
cs-omigo,Omigo,51.98119918,5.911143819,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-omigo.html,cs-omigo,omigo.png,n,,open
cs-speakeasy,Speak Easy,51.98182143,5.903929887,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-speakeasy.html,cs-speakeasy,speakeasy_2.png,n,,open
cs-uncle-sam,Uncle Sam,51.98400028,5.92068953,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-uncle-sam.html,cs-uncle-sam,uncle_sam.png,n,,open
cs-zero-zero-arn,Zero Zero,51.98631613,5.914184202,Arnhem,arnhem,Gelderland,,,https://www.coffeeshopmenus.org/cs-zero-zero-arn.html,cs-zero-zero-arn,zero_zero.png,n,,open
cs-baron,de Baron,51.5915016,4.784694854,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-baron.html,cs-baron,de_baron.png,n,,open
cs-flynhy,Fly'n'Hy,51.58639001,4.777353663,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-flynhy.html,cs-flynhy,flynhy.png,n,,open
cs-majestic,Majestic,51.5911453,4.784137357,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-majestic.html,cs-majestic,majestic.png,n,,open
cs-paradijs,Paradijs,51.58868814,4.778188795,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-paradijs.html,cs-paradijs,paradijs.png,n,,open
cs-paxdeboot,Pax de Boot,51.59042879,4.766141771,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-paxdeboot.html,cs-paxdeboot,pax_de_boot.png,n,,open
cs-purplerain,Purple Rain,51.59349524,4.779788958,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-purplerain.html,cs-purplerain,purple_rain.png,n,,open
cs-sky,Sky,51.58437451,4.760080824,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-sky.html,cs-sky,sky.png,n,,open
cs-cat,The Cat,51.58701542,4.805175669,Breda,breda,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-cat.html,cs-cat,the_cat.png,n,,open
cs-boeddha,de Boeddha,52.00641275,4.361432359,Delft,delft,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-boeddha.html,cs-boeddha,de_boeddha.png,n,,open
cs-vlouw,De Vlouw,52.01268329,4.359058324,Delft,delft,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-vlouw.html,cs-vlouw,de_vlouw.png,n,,open
cs-future-del,The Future,52.01036058,4.357582322,Delft,delft,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-future-del.html,cs-future-del,the_future.png,n,,open
cs-game,The Game,52.00835553,4.36120106,Delft,delft,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-game.html,cs-game,the_game.png,n,,open
cs-cremers,Cremers,52.07927802,4.304944228,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-cremers.html,cs-cremers,cremers.png,n,,open
cs-mazzelaar,de Mazzelaar,52.0814496,4.295774529,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-mazzelaar.html,cs-mazzelaar,de_mazzelaar.png,n,,open
cs-tulp,De Tulp,52.06175164,4.330908253,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-tulp.html,cs-tulp,de_tulp.png,n,,open
cs-demo,Demo,52.08019439,4.317158407,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-demo.html,cs-demo,demo.png,n,,open
cs-dizzy-duck,Dizzy Duck,52.08381225,4.299086575,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-dizzy-duck.html,cs-dizzy-duck,dizzy_duck.png,n,,open
cs-dizzy-duck-downtown,Dizzy Duck Downtown,52.08004432,4.318375707,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-dizzy-duck-downtown.html,cs-dizzy-duck-downtown,dizzy_duck_downtown.png,n,,open
cs-doctor-green,Doctor Green,52.08004234,4.316902765,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-doctor-green.html,cs-doctor-green,doctor_green.png,n,,open
cs-fly,Fly,52.07903742,4.300515358,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-fly.html,cs-fly,fly.png,n,,open
cs-galaxy,Galaxy,52.07439094,4.278305077,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-galaxy.html,cs-galaxy,galaxy.png,n,,open
cs-greenhouse-sf,Green House Secret Farmers,52.08211448,4.300390468,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-greenhouse-sf.html,cs-greenhouse-sf,green_house_secret_farmers.png,n,,open
cs-happy-smile,Happy Smile,52.06250661,4.31721098,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-happy-smile.html,cs-happy-smile,happy_smile.png,n,,open
cs-mistral,Le Mistral,52.07217618,4.27465144,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-mistral.html,cs-mistral,le_mistral.png,n,,open
cs-london,London,52.07879195,4.304224487,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-london.html,cs-london,london.png,n,,open
cs-magic-haag,Magic,52.07753822,4.310341506,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-magic-haag.html,cs-magic-haag,magic.png,n,,open
cs-marbellaspecialfarmers,Marbella Special Farmers,52.07455467,4.278778875,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-marbellaspecialfarmers.html,cs-marbellaspecialfarmers,marbella_special_farmers.png,n,,open
cs-moonlight,Moonlight,52.08010789,4.302123445,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-moonlight.html,cs-moonlight,moonlight.png,n,,open
cs-nebula,Nebula,52.06362714,4.293971641,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-nebula.html,cs-nebula,nebula.png,n,,open
cs-no-limit,No Limit,52.0807582,4.296199894,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-no-limit.html,cs-no-limit,no_limit.png,n,,open
cs-simpel-minds,Simpel Minds,52.06892505,4.28514232,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-simpel-minds.html,cs-simpel-minds,simpel_minds.png,n,,open
cs-sky-2,Sky 2,52.07753922,4.310331012,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-sky-2.html,cs-sky-2,sky.png,n,,open
cs-sky-high-1,Sky High 1,52.08002336,4.318343984,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-sky-high-1.html,cs-sky-high-1,sky_high.png,n,,open
cs-smokey-haag,Smokey,52.0755932,4.3185952,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-smokey-haag.html,cs-smokey-haag,smokeyhaag.png,n,,open
cs-space-ball,Space Ball,52.07504549,4.314072753,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-space-ball.html,cs-space-ball,space_ball.png,n,,open
cs-strainfellows,Strain Fellows,52.07789727,4.290191616,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-strainfellows.html,cs-strainfellows,strain_fellows.png,n,,open
cs-canna-club,The Canna Club,52.07737875,4.308567735,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-canna-club.html,cs-canna-club,the_canna_club.png,n,,open
cs-crow,The Crow,52.08504776,4.313454731,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-crow.html,cs-crow,the_crow.png,n,,open
cs-freakbrothers,The Freak Brothers,52.07565171,4.301983114,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-freakbrothers.html,cs-freakbrothers,the_freak_brothers.png,n,,open
cs-goat,The Goat,52.07557913,4.318570766,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-goat.html,cs-goat,the_goat.png,n,,open
cs-hit,The Hit,52.07638124,4.275302619,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-hit.html,cs-hit,the_hit.png,n,,open
cs-waterworld,Waterworld,52.07478706,4.310937329,Den Haag,den-haag,Zuid-Holland,,,https://www.coffeeshopmenus.org/cs-waterworld.html,cs-waterworld,waterworld.png,n,,open
cs-eurogarden,Eurogarden,51.4341114,5.488157949,Eindhoven,eindhoven,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-eurogarden.html,cs-eurogarden,eurogarden.png,n,,open
cs-new-wave,New Wave,51.43285568,5.484804212,Eindhoven,eindhoven,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-new-wave.html,cs-new-wave,new_wave.png,n,,open
cs-pink,Pink,51.43833434,5.472762515,Eindhoven,eindhoven,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-pink.html,cs-pink,pink.png,n,,open
cs-wall,The Wall,51.45144992,5.46331572,Eindhoven,eindhoven,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-wall.html,cs-wall,the_wall.png,n,,open
cs-upstairs,Upstairs,51.43690596,5.480460044,Eindhoven,eindhoven,Noord-Brabant,,,https://www.coffeeshopmenus.org/cs-upstairs.html,cs-upstairs,upstairs.png,n,,open
cs-driemaster,De Driemaster,53.21837255,6.574551424,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-driemaster.html,cs-driemaster,de_driemaster.png,n,,open
cs-medley,De Medley,53.21453652,6.56684617,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-medley.html,cs-medley,de_medley.png,n,,open
cs-schavuit,De Schavuit,53.218148,6.573389939,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-schavuit.html,cs-schavuit,de_schavuit.png,n,,open
cs-deescafe,Dees Cafe,53.21727477,6.570552653,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-deescafe.html,cs-deescafe,dees_cafe.png,n,,open
cs-metamorphose,Metamorphose,53.22036076,6.563658614,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-metamorphose.html,cs-metamorphose,metamorphose.png,n,,open
cs-ragamuffin,Rag-a-Muffin,53.22877324,6.559666319,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-ragamuffin.html,cs-ragamuffin,rag_a_muffin.png,n,,open
cs-retro,Retro,53.22393866,6.564481407,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-retro.html,cs-retro,retro.png,n,,open
cs-reykjavik,Reykjavik,53.22169756,6.564852132,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-reykjavik.html,cs-reykjavik,reykjavik.png,n,,open
cs-vliegende-hollander,Vliegende Hollander,53.21476858,6.566763452,Groningen,groningen,Groningen,,,https://www.coffeeshopmenus.org/cs-vliegende-hollander.html,cs-vliegende-hollander,vliegende_hollander.png,n,,open
cs-birdy,Birdy,52.3914671,4.6405901,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-birdy.html,cs-birdy,birdy.png,n,,open
cs-haarlem,Coffeeshop Haarlem,52.377727,4.63067193,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-haarlem.html,cs-haarlem,haarlem.png,n,,open
cs-kruidenier,De Kruidenier Cannabis Takeaway,52.3838013,4.63328961,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-kruidenier.html,cs-kruidenier,dekruidenier.png,n,,open
cs-dreamland,Dreamland,52.3813847,4.62169573,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-dreamland.html,cs-dreamland,dreamland.png,n,,open
cs-easy-max,Easy Max,52.3799021,4.63116174,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-easy-max.html,cs-easy-max,easy_max.png,n,,open
cs-empire,Empire,52.382993,4.63474697,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-empire.html,cs-empire,empire.png,n,,open
cs-hunters-ha,Hunters Haarlem,52.3925148,4.64046849,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-hunters-ha.html,cs-hunters-ha,hunters_haarlem.png,n,,open
cs-joinus2,Join Us 2,52.3752325,4.64365836,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-joinus2.html,cs-joinus2,join_us_2.png,n,,open
cs-maximillian,Maximillian,52.378139,4.63581327,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-maximillian.html,cs-maximillian,maximillian.png,n,,open
cs-regine,Regine,52.3815256,4.63194535,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-regine.html,cs-regine,regine.png,n,,open
cs-sandman,Sandman,52.3766068,4.65028148,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-sandman.html,cs-sandman,sandman.png,n,,open
cs-greengrocers,The Greengrocers,52.3799244,4.6376232,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-greengrocers.html,cs-greengrocers,the_greengrocers.png,n,,open
cs-snoop,The Snoop,52.4071242,4.64974447,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-snoop.html,cs-snoop,the_snoop.png,n,,open
cs-theehuis,Theehuis,52.3823392,4.63630608,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-theehuis.html,cs-theehuis,theehuis.png,n,,open
cs-ww-indica,Willie Wortel Indica,52.3824049,4.64266223,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-ww-indica.html,cs-ww-indica,willie_wortel_sativa.png,n,,open
cs-ww-sativa,Willie Wortel Sativa,52.3868987,4.63656054,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-ww-sativa.html,cs-ww-sativa,willie_wortel_indica.png,n,,open
cs-ww-sinsemilla,Willie Wortel's Sinsemilla,52.375129,4.63053358,Haarlem,haarlem,Noord-Holland,,,https://www.coffeeshopmenus.org/cs-ww-sinsemilla.html,cs-ww-sinsemilla,willie_wortels_sinsemilla.png,n,,open
cs-7thheavenl,7th Heaven,53.20287992,5.802539577,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-7thheavenl.html,cs-7thheavenl,7th_heaven.png,n,,open
cs-os,de Os,53.20188978,5.799354032,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-os.html,cs-os,de_os.png,n,,open
cs-zone,de Zone,53.20213387,5.798327459,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-zone.html,cs-zone,de_zone.png,n,,open
cs-downtown,Downtown,53.20308512,5.799379198,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-downtown.html,cs-downtown,downtown.png,n,,open
cs-liberty-l,Liberty,53.20149154,5.795767215,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-liberty-l.html,cs-liberty-l,liberty.png,n,,open
cs-relax-lee,Relax,53.20314729,5.802361733,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-relax-lee.html,cs-relax-lee,relaxed.png,n,,open
cs-repelsteeltje,Repelsteeltje,53.2026056,5.796829158,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-repelsteeltje.html,cs-repelsteeltje,repelsteeltje.png,n,,open
cs-sacramento,Sacramento,53.20149883,5.795775793,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-sacramento.html,cs-sacramento,sacramento.png,n,,open
cs-utoop,Utoop,53.2022465,5.797200052,Leeuwarden,leeuwarden,Friesland,,,https://www.coffeeshopmenus.org/cs-utoop.html,cs-utoop,utoop.png,n,,open
cs-blackwidow,Black Widow,50.86244793,5.688187565,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-blackwidow.html,cs-blackwidow,black_widow.png,n,,open
cs-club69,Club 69,50.84988565,5.685817749,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-club69.html,cs-club69,club_69.png,n,,open
cs-coolrunning,Cool Running,50.84965109,5.684354212,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-coolrunning.html,cs-coolrunning,cool_running.png,n,,open
cs-easygoing,Easy Going,50.85123793,5.693412349,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-easygoing.html,cs-easygoing,easy_going.png,n,,open
cs-fantasia,Fantasia,50.84922318,5.676846857,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-fantasia.html,cs-fantasia,fantasia.png,n,,open
cs-kosbor,Kosbor,50.85273678,5.693055927,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-kosbor.html,cs-kosbor,kosbor.png,n,,open
cs-maryjane,Mary Jane,50.84735166,5.701978194,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-maryjane.html,cs-maryjane,mary_jane.png,n,,open
cs-maxcys,Maxcys,50.8486658,5.698162456,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-maxcys.html,cs-maxcys,maxcys.png,n,,open
cs-mississippi,Mississippi,50.85334154,5.694595548,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-mississippi.html,cs-mississippi,mississippi.png,n,,open
cs-missouri,Missouri,50.84729925,5.700380024,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-missouri.html,cs-missouri,missouri.png,n,,open
cs-rastafarihouseboni,Rastafarihouse Boni,50.84634925,5.692398476,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-rastafarihouseboni.html,cs-rastafarihouseboni,rastafarihouse_boni.png,n,,open
cs-slowmotion,Slow Motion,50.84875517,5.704203143,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-slowmotion.html,cs-slowmotion,slow_motion.png,n,,open
cs-smoky,Smoky,50.85296629,5.694591827,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-smoky.html,cs-smoky,smoky.png,n,,open
cs-roundabout69,The Roundabout 69,50.84960188,5.678887005,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-roundabout69.html,cs-roundabout69,the_roundabout_69.png,n,,open
cs-wall-street,Wall Street,50.85074344,5.687449091,Maastricht,maastricht,Limburg,,,https://www.coffeeshopmenus.org/cs-wall-street.html,cs-wall-street,wall_street.png,n,,open
cs-kunsje,'t Kunsje,51.84329539,5.862353804,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-kunsje.html,cs-kunsje,t_kunsje.png,n,,open
cs-buggy,Buggy,51.84754344,5.865395027,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-buggy.html,cs-buggy,buggy.png,n,,open
cs-dakota,Dakota,51.84847534,5.855989057,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-dakota.html,cs-dakota,dakota.png,n,,open
cs-wedren,De Wedren,51.83852952,5.869460513,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-wedren.html,cs-wedren,de_wedren.png,n,,open
cs-dreadlock,Dreadlock,51.84362914,5.862852158,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-dreadlock.html,cs-dreadlock,dreadlock.png,n,,open
cs-headshop,Headshop,51.84616398,5.870673498,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-headshop.html,cs-headshop,headshop.png,n,,open
cs-jamaica,Jamaica,51.8430368,5.862795187,Nijmegen,nijmegen,Gelderland,,,https://www.coffeeshopmenus.org/cs-jamaica.html,cs-jamaica,jamaica.png,n,,open
