name,city,address,shop_url,show_in_admin
Tops,Amsterdam,"Tops, Prinsengracht 480, 1017 KG Amsterdam",https://www.coffeeshopmenus.org/cs-tops-ams.html,1
Trinity,Amsterdam,"Trinity (Closed), Sarphatistraat 87, 1018 EZ Amsterdam",https://www.coffeeshopmenus.org/cs-trinity.html,1
Tuintje,Amsterdam,"Tuintje, Overtoom 451, 1054 KH Amsterdam",https://www.coffeeshopmenus.org/cs-tuintje.html,1
Tweedy,Amsterdam,"Tweedy (Closed), Vondelstraat 104, Amsterdam 1054 GR",https://www.coffeeshopmenus.org/cs-tweedy.html,1
Twilight Zone,Amsterdam,"Twilight Zone (Closed), Lange Niezel 7, 1012 GS Amsterdam",https://www.coffeeshopmenus.org/cs-twilight-zone.html,1
Two Twenty Two,Amsterdam,"Two Twenty Two (Closed), Oudezijds Voorburgwal 222, Amsterdam 1012 GJ",https://www.coffeeshopmenus.org/cs-two-twenty-two.html,1
Bazar,Apeldoorn,"Bazar, Marktstraat 8, 7511 LH Apeldoorn",https://www.coffeeshopmenus.org/cs-bazar.html,0
The Future,Apeldoorn,"The Future, Nieuwstraat 64, Apeldoorn 7311 BT",https://www.coffeeshopmenus.org/cs-future-ap.html,0
De Palm,Apeldoorn,"De Palm, Asselsestraat 116-118, 7311 ES Apeldoorn",https://www.coffeeshopmenus.org/cs-palm.html,0
Power Flower,Apeldoorn,"Power Flower, Arnhemseweg 181, Apeldoorn 7331 BH",https://www.coffeeshopmenus.org/cs-power-flower.html,0
De Waterpijp,Apeldoorn,"De Waterpijp, Nieuwstraat 64, Apeldoorn 7311 BT",https://www.coffeeshopmenus.org/cs-waterpijp.html,0
Uncle Sam,Arnhem,"Uncle Sam, Driekoningenstraat 21a, Arnhem 6828 EL",https://www.coffeeshopmenus.org/cs-uncle-sam.html,0
Joint Venture,Arnhem,"Joint Venture, Munterstraat 4, Arnhem 6811 GP",https://www.coffeeshopmenus.org/cs-jointventure.html,0
Lucky Luke,Arnhem,"Lucky Luke, Sonsbeeksingel 91, Arnhem 6821 AC",https://www.coffeeshopmenus.org/cs-lucky-luke.html,0
Omigo,Arnhem,"Omigo, Beekstraat 83, Arnhem 6811 DX",https://www.coffeeshopmenus.org/cs-omigo.html,0
Speak Easy,Arnhem,"Speak Easy, Varkensstraat 3, Arnhem 6811 GM",https://www.coffeeshopmenus.org/cs-speakeasy.html,0
de Walm,Arnhem,"de Walm, Sonsbeeksingel 115, 6822 BJ Arnhem",https://www.coffeeshopmenus.org/cs-walm.html,0
Zero Zero,Arnhem,"Zero Zero, Hommelseweg 19, 6821 LA, Arnhem",https://www.coffeeshopmenus.org/cs-zero-zero-arn.html,0
SuperFly,Beverwijk,"SuperFly, Koningstraat 8, Beverwijk 1941 BD",https://www.coffeeshopmenus.org/cs-superfly.html,0
Taffne,Beverwijk,"Taffne, Markt 59, 1941 BM, Beverwijk",https://www.coffeeshopmenus.org/cs-taffne.html,0
Splif,Beverwijk,"Splif, Koningstraat 8, 1941 BD, Beverwijk",https://www.coffeeshopmenus.org/cs-spliff.html,0
de Baron,Breda,"de Baron, Boschstraat 127, 4811 GG Breda",https://www.coffeeshopmenus.org/cs-baron.html,0
The Cat,Breda,"The Cat, Marterring 1, Breda 4817 GV",https://www.coffeeshopmenus.org/cs-cat.html,0
Fly'n'Hy,Breda,"Fly'n'Hy, Houtmarkt 23, Breda 4811 JC",https://www.coffeeshopmenus.org/cs-flynhy.html,0
Majestic,Breda,"Majestic, Boschstraat 154, Breda 4811 GL",https://www.coffeeshopmenus.org/cs-majestic.html,0
Paradijs,Breda,"Paradijs, Sint Annastraat 3, Breda 4811 XK",https://www.coffeeshopmenus.org/cs-paradijs.html,0
Pax de Boot,Breda,"Pax de Boot, Nijverheidssingel 8, Breda 4811 VS",https://www.coffeeshopmenus.org/cs-paxdeboot.html,0
Purple Rain,Breda,"Purple Rain, Willemstraat 12, Breda 4811 AK",https://www.coffeeshopmenus.org/cs-purplerain.html,0
Sky,Breda,"Sky, Haagweg 56, Breda 4814 GE",https://www.coffeeshopmenus.org/cs-sky.html,0
Piramide,Bussum,"Piramide, Kapelstraat 43a, Bussum 1404 HW",https://www.coffeeshopmenus.org/cs-piramide.html,0
Catweazle,Culemborg,"Catweazle, Kattenstraat 7, Culemborg 4101 BL",https://www.coffeeshopmenus.org/cs-catweazle.html,0
de Boeddha,Delft,"de Boeddha, Achterom 19a, 2611 CL Delft",https://www.coffeeshopmenus.org/cs-boeddha.html,0
The Future,Delft,"The Future, Peperstraat 8, Delft 2611 CH",https://www.coffeeshopmenus.org/cs-future-del.html,0
The Game,Delft,"The Game, Breestraat 30, 2611 RG Delft",https://www.coffeeshopmenus.org/cs-game.html,0
De Vlouw,Delft,"De Vlouw, Vlouw 48, 2611 EZ Delft",https://www.coffeeshopmenus.org/cs-vlouw.html,0
Chip N Dale,den Bosch,"Chip N Dale, Hinthamerstraat 104, 5211 MS 's-Hertogenbosch",https://www.coffeeshopmenus.org/cs-chip-n-dale.html,0
The Grass Company,den Bosch,"The Grass Company, Emmaplein 24-A, 5211 VW, 's-Hertogenbosch (Den Bosch)",https://www.coffeeshopmenus.org/cs-grass-company.html,0
Meetpoint,den Bosch,"Meetpoint, Hinthamerstraat 104, 5211 MS 's-Hertogenbosch",https://www.coffeeshopmenus.org/cs-meetpoint.html,0
Speakeasy,den Bosch,"Speakeasy (Closed), Snellestraat 47, 5211 EM den Bosch",https://www.coffeeshopmenus.org/cs-speak-easy-bos.html,0
Cremers,den Haag,"Cremers, Prinsestraat 84, 2513 CG 's-Gravenhage ( Den Haag )",https://www.coffeeshopmenus.org/cs-cremers.html,0
Dizzy Duck,den Haag,"Dizzy Duck, Trompstraat 210, 2518 BR Den Haag",https://www.coffeeshopmenus.org/cs-dizzy-duck.html,0
Dizzy Duck Downtown,den Haag,"Dizzy Duck Downtown, Fluwelen Burgwal 1-C, The Hague 2511 CH",https://www.coffeeshopmenus.org/cs-dizzy-duck-downtown.html,0
Fly,den Haag,"Fly, Veenkade 46, The Hague 2513 EH",https://www.coffeeshopmenus.org/cs-fly.html,0
Galaxy,den Haag,"Galaxy, Weimarstraat 245, 2562 HH Den Haag",https://www.coffeeshopmenus.org/cs-galaxy.html,0
Green House Secret Farmers,den Haag,"Green House Secret Farmers, Elandstraat 18, The Hague 2513 GR",https://www.coffeeshopmenus.org/cs-greenhouse-sf.html,0
Happy Smile,den Haag,"Happy Smile, Verheeskade 30, 2521 BN Den Haag",https://www.coffeeshopmenus.org/cs-happy-smile.html,0
Magic,den Haag,"Magic, Gortstraat 6, 2511 GK den Haag",https://www.coffeeshopmenus.org/cs-magic-haag.html,0
de Mazzelaar,den Haag,"de Mazzelaar, Zoutmanstraat 29, 2518 GL, The Hague ('s-Gravenhage, Den Haag)",https://www.coffeeshopmenus.org/cs-mazzelaar.html,0
Le Mistral,den Haag,"Le Mistral, Weimarstraat 378, 2562 HW The Hague",https://www.coffeeshopmenus.org/cs-mistral.html,0
No Limit,den Haag,"No Limit, Witte de Withstraat 4a, The Hague 2518 CT",https://www.coffeeshopmenus.org/cs-no-limit.html,0
Waterworld,den Haag,"Waterworld, Gedempte Burgwal 55, 2512 BS den Haag",https://www.coffeeshopmenus.org/cs-waterworld.html,0
Sky 2,den Haag,"Sky 2, Gortstraat 6, 2511 GK den Haag",https://www.coffeeshopmenus.org/cs-sky-2.html,0
Sky High 1,den Haag,"Sky High 1, Fluwelen Burgwal 1-C, The Hague 2511 CH",https://www.coffeeshopmenus.org/cs-sky-high-1.html,0
Aktama,Den Helder,"Aktama, Industrieweg 1B, 1785 AG Den Helder",https://www.coffeeshopmenus.org/cs-aktama.html,0
Tops,Den Helder,"Tops, Koningstraat 34, Den Helder 1781 KH",https://www.coffeeshopmenus.org/cs-tops-dh.html,0
De Blikken Deur,Deventer,"De Blikken Deur, Nieuwstraat 70, Deventer 7411 LN",https://www.coffeeshopmenus.org/cs-blikkendeur.html,0
Bulls,Deventer,"Bulls, Op de Keizer 28, 7411 TA Deventer",https://www.coffeeshopmenus.org/cs-bulls.html,0
Magic,Doetinchem,"Magic, Veemarkt 10, Doetinchem 7001 EE",https://www.coffeeshopmenus.org/cs-magicdo.html,0
Green Valley,Ede,"Green Valley, De Halte 21A, Ede 6711 NZ",https://www.coffeeshopmenus.org/cs-greenvalley.html,0
De Kink,Ede,"De Kink, De Halte 81, Ede 6711 NZ",https://www.coffeeshopmenus.org/cs-kink.html,0
Eurogarden,Eindhoven,"Eurogarden, Stuiverstraat 146, 5611 TC, Eindhoven",https://www.coffeeshopmenus.org/cs-eurogarden.html,0
New Wave,Eindhoven,"New Wave, Stratumsedijk 35, 5611 NB Eindhoven",https://www.coffeeshopmenus.org/cs-new-wave.html,0
Pink,Eindhoven,"Pink, Willemstraat 35a, 5611 HB Eindhoven",https://www.coffeeshopmenus.org/cs-pink.html,0
Upstairs,Eindhoven,"Upstairs, Stratumseind 25, 5611 EN Eindhoven",https://www.coffeeshopmenus.org/cs-upstairs.html,0
The Wall,Eindhoven,"The Wall, Marconilaan 23c, Eindhoven 5612 HM",https://www.coffeeshopmenus.org/cs-wall.html,0
Ankara,Emmen,"Ankara, Minister Kanstraat 3, Emmen 7811 GN",https://www.coffeeshopmenus.org/cs-ankara.html,0
De Poort,Enkhuizen,"De Poort, Verlaat 5, Enkhuizen 1601 JW",https://www.coffeeshopmenus.org/cs-poort.html,0
Black Sea,Enschede,"Black Sea, Stadsgravenstraat 8, Enschede 7511 ES",https://www.coffeeshopmenus.org/cs-black-sea.html,0
Edge,Enschede,"Edge, Noorderhagen 56, 7511 EM Enschede",https://www.coffeeshopmenus.org/cs-edge.html,0
Miami,Enschede,"Miami, Noorderhagen 5, Enschede 7511 EJ",https://www.coffeeshopmenus.org/cs-miami.html,0
Mix,Enschede,"Mix, Haverstraatpassage 44-46, Enschede 7511 EX",https://www.coffeeshopmenus.org/cs-mix.html,0
Sahara,Enschede,"Sahara, Stadsgravenstraat 18, Enschede 7511 ES",https://www.coffeeshopmenus.org/cs-sahara.html,0
Thunderbird,Enschede,"Thunderbird, Wilhelminastraat 3, Enschede 7511 DM",https://www.coffeeshopmenus.org/cs-thundebird.html,0
Aarden Plan B,Goes,"Aarden Plan B, Grote Markt 7, Goes 4461 AH",https://www.coffeeshopmenus.org/cs-aardenplanb.html,0
De Bovenstad,Gorinchem,"De Bovenstad, Burgstraat 47, Gorinchem 4201 AB",https://www.coffeeshopmenus.org/cs-bovenstad.html,0
de Vrolijke Gaper,Gorinchem,"de Vrolijke Gaper, Molenstraat 23, 4201 CV Gorichem",https://www.coffeeshopmenus.org/cs-vrolijke-gaper.html,0
Animo,Gouda,"Animo, Vest 18, Gouda 2801 VE",https://www.coffeeshopmenus.org/cs-animo.html,0
Buybye,Gouda,"Buybye, Speldenmakerssteeg 8, 2801 XN Gouda",https://www.coffeeshopmenus.org/cs-buy-bye.html,0
Oya,Gouda,"Oya, Lange Groenendaal 104, 2801 LV Gouda",https://www.coffeeshopmenus.org/cs-oya.html,0
De Vriendschap,Gouda,"De Vriendschap, Cappenersteeg 30, Gouda 2801 XP",https://www.coffeeshopmenus.org/cs-vriendschap.html,0
Dees Cafe,Groningen,"Dees Cafe, Papengang 3, Groningen 9711 PA",https://www.coffeeshopmenus.org/cs-deescafe.html,0
De Driemaster,Groningen,"De Driemaster, Nieuweweg 18, Groningen 9711 TD",https://www.coffeeshopmenus.org/cs-driemaster.html,0
De Medley,Groningen,"De Medley, Gedempte Zuiderdiep 64, Groningen 9711 HK",https://www.coffeeshopmenus.org/cs-medley.html,0
Metamorphose,Groningen,"Metamorphose, Oude Boteringestraat 53, Groningen 9712 GE",https://www.coffeeshopmenus.org/cs-metamorphose.html,0
Rag-a-Muffin,Groningen,"Rag-a-Muffin, Noorderstationsstraat 15, Groningen 9716 AN",https://www.coffeeshopmenus.org/cs-ragamuffin.html,0
Retro,Groningen,"Retro, Boterdiep 42, Groningen 9712 LR",https://www.coffeeshopmenus.org/cs-retro.html,0
Reykjavik,Groningen,"Reykjavik, Spilsluizen 6, Groningen 9712 NS",https://www.coffeeshopmenus.org/cs-reykjavik.html,0
De Schavuit,Groningen,"De Schavuit, Schuitendiep 62, Groningen 9711 RE",https://www.coffeeshopmenus.org/cs-schavuit.html,0
Vliegende Hollander,Groningen,"Vliegende Hollander, Gedempte Zuiderdiep 63, 9711 HC Groningen",https://www.coffeeshopmenus.org/cs-vliegende-hollander.html,0
Empire,Haarlem,"Empire, Krocht 8, 2011 PT Haarlem",https://www.coffeeshopmenus.org/cs-empire.html,0
Birdy,Haarlem,"Birdy, Schoterweg 19, 2021 HZ Haarlem",https://www.coffeeshopmenus.org/cs-birdy.html,0
Dreamland,Haarlem,"Dreamland, Brouwersplein 44, Haarlem 2013 PH",https://www.coffeeshopmenus.org/cs-dreamland.html,0
Easy Max,Haarlem,"Easy Max, Barrevoetestraat 23, Haarlem 2011 WN",https://www.coffeeshopmenus.org/cs-easy-max.html,0
The Greengrocers,Haarlem,"The Greengrocers, Lange Veerstraat 47, Haarlem 2011 DA",https://www.coffeeshopmenus.org/cs-greengrocers.html,0
Coffeeshop Haarlem,Haarlem,"Coffeeshop Haarlem, Doelstraat 29, Haarlem 2011 XB",https://www.coffeeshopmenus.org/cs-haarlem.html,0
Hunters Haarlem,Haarlem,"Hunters Haarlem, Schoterweg 66, 2021 HP Haarlem",https://www.coffeeshopmenus.org/cs-hunters-ha.html,0
Join Us 2,Haarlem,"Join Us 2, Schalkwijkerstraat 23, Haarlem 2033 JB",https://www.coffeeshopmenus.org/cs-joinus2.html,0
De Kruidenier Cannabis Takeaway,Haarlem,"De Kruidenier Cannabis Takeaway, Nassaulaan 54, 2011 PE Haarlem",https://www.coffeeshopmenus.org/cs-kruidenier.html,0
Maximillian,Haarlem,"Maximillian, Gedempte Oudegracht 123, 2011GP Haarlem",https://www.coffeeshopmenus.org/cs-maximillian.html,0
Regine,Haarlem,"Regine, Gedempte Oudegracht 28, 2011 GP Haarlem",https://www.coffeeshopmenus.org/cs-regine.html,0
Sandman,Haarlem,"Sandman, Zomervaart 154, Haarlem 2033 DC",https://www.coffeeshopmenus.org/cs-sandman.html,0
The Snoop,Haarlem,"The Snoop, Rijksstraatweg 198, Haarlem 2022 DH",https://www.coffeeshopmenus.org/cs-snoop.html,0
Willie Wortel Indica,Haarlem,"Willie Wortel Indica, Koudenhorn 58, 2011 JD Haarlem",https://www.coffeeshopmenus.org/cs-ww-indica.html,0
Willie Wortel Sativa,Haarlem,"Willie Wortel Sativa, Kruisweg 46, 2011 LD Haarlem",https://www.coffeeshopmenus.org/cs-ww-sativa.html,0
Willie Wortel's Sinsemilla,Haarlem,"Willie Wortel's Sinsemilla, Houtplein16a, Haarlem 2012 DH",https://www.coffeeshopmenus.org/cs-ww-sinsemilla.html,0
Theehuis,Haarlem,"Theehuis (Closed), Smedestraat 25, 2011 RE Haarlem",https://www.coffeeshopmenus.org/cs-theehuis.html,0
Columbus,Harderwijk,"Columbus, Vijhestraat 3, Harderwijk 3841 CW",https://www.coffeeshopmenus.org/cs-columbus.html,0
Hofnar,Harlingen,"Hofnar, Franekereind 17, Harlingen 8861 AA",https://www.coffeeshopmenus.org/cs-hofnar.html,0
Stepping Inn,Heerhugowaard,"Stepping Inn, Raadhuisstraat 12, Heerhugowaard 1701 EK",https://www.coffeeshopmenus.org/cs-steppinginn.html,0
Twins,Heerlen,"Twins, Honigmannstraat 49, Heerlen 6411 LJ",https://www.coffeeshopmenus.org/cs-twinshee.html,0
BarberShop,Hellevoetsluis,"BarberShop, Kerkstraat 24, Hellevoetsluis 3221 AG",https://www.coffeeshopmenus.org/cs-barbershop.html,0
John and Co.,Hellevoetsluis,"John and Co., Stephensonweg 1, Hellevoetsluis 3225 LW",https://www.coffeeshopmenus.org/cs-johnandco.html,0
Rokade,Hengelo,"Rokade, Deldenerstraat 14, Hengelo 7551 AE",https://www.coffeeshopmenus.org/cs-rokade.html,0
Moby Dick,Hengelo,"Moby Dick, Emmaweg 4, Hengelo 7551 BH",https://www.coffeeshopmenus.org/cs-moby-dick.html,0
Dutch Flowers,Hilversum,"Dutch Flowers, Leeuwenstraat 25, Hilversum 1211 ES",https://www.coffeeshopmenus.org/cs-dutchflowers.html,0
Oke,Hilversum,"Oke, Naarderstraat 47, 1211 AJ Hilversum",https://www.coffeeshopmenus.org/cs-oke.html,0
de Professor,Hilversum,"de Professor, Kleine Drift 74, 1221 KB Hilversum",https://www.coffeeshopmenus.org/cs-professor.html,0
Promenade,Hilversum,"Promenade, Naarderstraat 11, Hilversum 1211 AH",https://www.coffeeshopmenus.org/cs-promenade.html,0
Happy Days,Hoensbroek,"Happy Days, Akerstraat Noord 220, Hoensbroek 6431 HT",https://www.coffeeshopmenus.org/cs-happydayshoe.html,0
De Groene Gaper,Hoofddorp,"De Groene Gaper, Graftermeerstraat 10, Hoofddorp 2131 AC",https://www.coffeeshopmenus.org/cs-groene-gaper.html,0
Superfly,Hoofddorp,"Superfly, Kruisweg 1043, 2131 CS Hoofddorp",https://www.coffeeshopmenus.org/cs-super-fly.html,0
Blue Tomato,Hoorn,"Blue Tomato, Neutronweg 11, 1627 LG, Hoorn",https://www.coffeeshopmenus.org/cs-blue-tomato.html,0
Zuiderzee,Hoorn,"Zuiderzee, Dubbele Buurt 24, 1621 JW Hoorn",https://www.coffeeshopmenus.org/cs-zuiderzee.html,0
Joe Cool,IJmuiden,"Joe Cool, Kanaalstraat 25, IJmuiden 1975 BA",https://www.coffeeshopmenus.org/cs-joecool.html,0
Scolo,IJmuiden,"Scolo, Snelliusstraat 21, IJmuiden 1973 PA",https://www.coffeeshopmenus.org/cs-scolo.html,0
7th Heaven,Leeuwarden,"7th Heaven, Tuinen 38, Leeuwarden 8911 KE",https://www.coffeeshopmenus.org/cs-7thheavenl.html,0
Downtown,Leeuwarden,"Downtown, Wortelhaven 85, 8911 GL Leeuwarden",https://www.coffeeshopmenus.org/cs-downtown.html,0
Liberty,Leeuwarden,"Liberty, Herenwaltje 12, 8911 HN Leeuwarden",https://www.coffeeshopmenus.org/cs-liberty-l.html,0
de Os,Leeuwarden,"de Os, Korfmakersstraat 2, 8911 LA Leeuwarden",https://www.coffeeshopmenus.org/cs-os.html,0
Relax,Leeuwarden,"Relax, Tuinen 33, 8911 KC Leeuwarden",https://www.coffeeshopmenus.org/cs-relax-lee.html,0
Repelsteeltje,Leeuwarden,"Repelsteeltje, Grote Hoogstraat 44, Leeuwarden 8911 HB",https://www.coffeeshopmenus.org/cs-repelsteeltje.html,0
Utoop,Leeuwarden,"Utoop, Grote Hoogstraat 34, 8911 HB Leeuwarden",https://www.coffeeshopmenus.org/cs-utoop.html,0
de Zone,Leeuwarden,"de Zone, Poststraat 37, 8911 GX Leeuwarden",https://www.coffeeshopmenus.org/cs-zone.html,0
Sacramento,Leeuwarden,"Sacramento, Herenwaltje 12, 8911 HN Leeuwarden",https://www.coffeeshopmenus.org/cs-sacramento.html,0
Coffee and Dreams,Leiden,"Coffee and Dreams, Nieuwe Beestenmarkt 34, 2312 CH Leiden",https://www.coffeeshopmenus.org/cs-coffee-and-dreams.html,0
Double AA,Leiden,"Double AA, Nieuwe Beestenmarkt 5, 2312 CG Leiden",https://www.coffeeshopmenus.org/cs-double-aa.html,0
Eerste Kamer,Leiden,"Eerste Kamer, Steenstraat 15, 2312 BS Leiden",https://www.coffeeshopmenus.org/cs-eerste-kamer.html,0
High Society,Leiden,"High Society, Lange Scheistraat 5, 2312 CG, Leiden",https://www.coffeeshopmenus.org/cs-high-society.html,0
Leidseplein,Leiden,"Leidseplein, Pieterskerkgracht 28, 2311 SZ, Leiden",https://www.coffeeshopmenus.org/cs-leidseplein.html,0
Le Palais,Leiden,"Le Palais, Morsstraat 14, Leiden 2312 BM",https://www.coffeeshopmenus.org/cs-palais.html,0
Relaxed,Leiden,"Relaxed, Janvossensteeg 6- 8, 2312 WE Leiden",https://www.coffeeshopmenus.org/cs-relaxed.html,0
Koffie en Dromen,Lelystad,"Koffie en Dromen, Noord Stationsweg 21, Lelystad 8232 JT",https://www.coffeeshopmenus.org/cs-koffieendromen.html,0
Happy Days,Lisse,"Happy Days, Heereweg 153, Lisse 2161 BC",https://www.coffeeshopmenus.org/cs-happy-days-lis.html,0
Black Widow,Maastricht,"Black Widow, Bosscherweg 165, Maastricht 6219 AA",https://www.coffeeshopmenus.org/cs-blackwidow.html,0
Club 69,Maastricht,"Club 69, Grote Gracht 97, Maastricht 6211 SV",https://www.coffeeshopmenus.org/cs-club69.html,0
Easy Going,Maastricht,"Easy Going, Hoenderstraat 8, Maastricht 6211 EM",https://www.coffeeshopmenus.org/cs-easygoing.html,0
The Roundabout 69,Maastricht,"The Roundabout 69, Brusselsestraat 146, Maastricht 6211 PJ",https://www.coffeeshopmenus.org/cs-roundabout69.html,0
Cool Running,Maastricht,"Cool Running, Brusselsestraat 35, Maastricht 6211 PB",https://www.coffeeshopmenus.org/cs-coolrunning.html,0
Fantasia,Maastricht,"Fantasia, Sint Annalaan 3a, Maastricht 6214 AA",https://www.coffeeshopmenus.org/cs-fantasia.html,0
Kosbor,Maastricht,"Kosbor, Kleine Gracht 3, 6211 CA Maastricht",https://www.coffeeshopmenus.org/cs-kosbor.html,0
Mary Jane,Maastricht,"Mary Jane, Hoogbrugstraat 4, Maastricht 6221 CR",https://www.coffeeshopmenus.org/cs-maryjane.html,0
Maxcys,Maastricht,"Maxcys, Rechtstraat 60a, 6221 EK, Maastricht",https://www.coffeeshopmenus.org/cs-maxcys.html,0
Mississippi,Maastricht,"Mississippi, Maaspromenade 11, Maastricht 6211 AE",https://www.coffeeshopmenus.org/cs-mississippi.html,0
Missouri,Maastricht,"Missouri, Hoogbrugstraat 31, Maastricht 6221 CN",https://www.coffeeshopmenus.org/cs-missouri.html,0
Rastafarihouse Boni,Maastricht,"Rastafarihouse Boni, Stenenbrug 7, Maastricht 6211 HP",https://www.coffeeshopmenus.org/cs-rastafarihouseboni.html,0
Slow Motion,Maastricht,"Slow Motion, Bourgognestraat 10a, Maastricht 6221 BX",https://www.coffeeshopmenus.org/cs-slowmotion.html,0
Smoky,Maastricht,"Smoky, Maaspromenade 13, Maastricht 6211 HS",https://www.coffeeshopmenus.org/cs-smoky.html,0
Wall Street,Maastricht,"Wall Street (Closed), Grote Gracht 58, 6211 SX Maastricht",https://www.coffeeshopmenus.org/cs-wall-street.html,0
Relax,Meppel,"Relax, Prinsengracht 15, Meppel 7941 KD",https://www.coffeeshopmenus.org/cs-relax-mep.html,0
Espresso,Mijdrecht,"Espresso, Rondweg 1B, 3641 SC Mijdrecht",https://www.coffeeshopmenus.org/cs-espresso.html,0
Buggy,Nijmegen,"Buggy, Platenmakersstraat 8, Nijmegen 6511 TZ",https://www.coffeeshopmenus.org/cs-buggy.html,0
Dakota,Nijmegen,"Dakota, Lange Hezelstraat 113a, Nijmegen 6511 CG",https://www.coffeeshopmenus.org/cs-dakota.html,0
Dreadlock,Nijmegen,"Dreadlock, Vlaamsegas 40, Nijmegen 6511 HR",https://www.coffeeshopmenus.org/cs-dreadlock.html,0
Headshop,Nijmegen,"Headshop, Kelfkensbos 46, Nijmegen 6511 TB",https://www.coffeeshopmenus.org/cs-headshop.html,0
Jamaica,Nijmegen,"Jamaica, van Welderenstraat 96, 6522 MS, Nijmegen",https://www.coffeeshopmenus.org/cs-jamaica.html,0
Ketama,Nijmegen,"Ketama, De Ruyterstraat 19, 6512 GA, Nijmegen",https://www.coffeeshopmenus.org/cs-ketama.html,0
Kronkel,Nijmegen,"Kronkel, Vlaamsegas 26-36, Nijmegen 6511 HR",https://www.coffeeshopmenus.org/cs-kronkel.html,0
Kruidentuin,Nijmegen,"Kruidentuin, Kannenmarkt 9, Nijmegen 6511 KC",https://www.coffeeshopmenus.org/cs-kruidentuin.html,0
't Kunsje,Nijmegen,"'t Kunsje, 2e Walstraat 108, 6511 LW Nijmegan",https://www.coffeeshopmenus.org/cs-kunsje.html,0
Lucky Luke,Nijmegen,"Lucky Luke, 2e Walstraat 161, Nijmegen 6511 LT",https://www.coffeeshopmenus.org/cs-luckylukenij.html,0
De Wedren,Nijmegen,"De Wedren, Prins Bernhardstraat 71, Nijmegen 6521 AD",https://www.coffeeshopmenus.org/cs-wedren.html,0
Anna,Purmerend,"Anna, Gedempte Singelgracht 19, Purmerend 1441 AN",https://www.coffeeshopmenus.org/cs-anna.html,0
Splif II,Purmerend,"Splif II, Achterdijk 76, Purmerend 1441 DJ",https://www.coffeeshopmenus.org/cs-splifii.html,0
Skunk Station,Roermond,"Skunk Station, Randweg 3, Roermond 6045 JK",https://www.coffeeshopmenus.org/cs-skunkstation.html,0
Skunk,Roermond,"Skunk (Closed), Zwartbroekstraat 29, 6041 JL Roermond",https://www.coffeeshopmenus.org/cs-skunk.html,0
The 4 Floors,Rotterdam,"The 4 Floors, Eendrachtsweg 29, Rotterdam 3012 LB",https://www.coffeeshopmenus.org/cs-4-floors.html,0
Amigo,Rotterdam,"Amigo, 's Gravendijkwal 138b, Rotterdam 3015 CC",https://www.coffeeshopmenus.org/cs-amigo-rot.html,0
Bambu High Tea,Rotterdam,"Bambu High Tea, Noordsingel 201, 3035 ER, Rotterdam",https://www.coffeeshopmenus.org/cs-bambu-high-tea.html,0
Bob Marley,Rotterdam,"Bob Marley, Nieuwe Binnenweg 403a, Rotterdam 3023 EM",https://www.coffeeshopmenus.org/cs-bobmarley.html,0
Charlois,Rotterdam,"Charlois, Bas Jungeriusstraat 161b, Rotterdam 3081 VB",https://www.coffeeshopmenus.org/cs-charlois.html,0
Dreams,Rotterdam,"Dreams, Slaghekstraat 58a, Rotterdam 3074 LN",https://www.coffeeshopmenus.org/cs-dreams.html,0
't Geeltje,Rotterdam,"'t Geeltje, Claes de Vrieselaan 92a, 3021 JT Rotterdam",https://www.coffeeshopmenus.org/cs-geeltje.html,0
Hunter's Rotterdam,Rotterdam,"Hunter's Rotterdam, Henegouwerlaan 73, Rotterdam 3021 CT",https://www.coffeeshopmenus.org/cs-huntersrotterdam.html,0
Mon Camarade,Rotterdam,"Mon Camarade, 1e Middellandstraat 10a, 3014 BD, Rotterdam",https://www.coffeeshopmenus.org/cs-mon-camarade.html,0
New York,Rotterdam,"New York, Paul Krugerstraat 42, Rotterdam 3072 GM",https://www.coffeeshopmenus.org/cs-newyork-rot.html,0
Out Of Time,Rotterdam,"Out Of Time, Nieuwe Binnenweg 363B, Rotterdam 3023 EK",https://www.coffeeshopmenus.org/cs-outoftime.html,0
Pluto,Rotterdam,"Pluto, Nieuwe Binnenweg 54, 3015 BB Rotterdam",https://www.coffeeshopmenus.org/cs-pluto.html,0
The Reef,Rotterdam,"The Reef, Oppert 1, Rotterdam 3011 HS",https://www.coffeeshopmenus.org/cs-reef.html,0
Seven,Rotterdam,"Seven, Joost van Geelstraat 69A, Rotterdam 3021 VL",https://www.coffeeshopmenus.org/cs-seven.html,0
Sky High,Rotterdam,"Sky High, Nieuwe Binnenweg 59, Rotterdam 3014 GD",https://www.coffeeshopmenus.org/cs-sky-high-rot.html,0
Sultan,Rotterdam,"Sultan, Eksterstraat 16, Rotterdam 3083 XB",https://www.coffeeshopmenus.org/cs-sultan.html,0
Trefpunt,Rotterdam,"Trefpunt, Botersloot 7, 3011 HE Rotterdam",https://www.coffeeshopmenus.org/cs-trefpunt-rot.html,0
Witte De With,Rotterdam,"Witte De With, Witte de Withstraat 92, 3012 BT Rotterdam",https://www.coffeeshopmenus.org/cs-witte-de-with.html,0
Sensi Smile,Rotterdam,"Sensi Smile, Henegouwerlaan 73, 3021 CT Rotterdam",https://www.coffeeshopmenus.org/cs-sensi-smile.html,0
